,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
429,male,group D,associate's degree,standard,completed,76,65,68,married,never,yes,3,school_bus,05-Oct
430,female,group C,bachelor's degree,free/reduced,none,65,85,81,married,sometimes,yes,0,school_bus,< 5
431,female,group C,some college,standard,none,59,67,65,married,never,no,4,private,< 5
432,male,group C,master's degree,standard,completed,74,69,69,divorced,regularly,yes,2,private,< 5
433,male,group B,high school,standard,completed,88,82,84,married,regularly,no,2,school_bus,05-Oct
434,male,group A,high school,standard,completed,70,71,67,divorced,regularly,yes,1,school_bus,05-Oct
435,male,group D,some college,standard,none,87,86,85,single,regularly,no,3,school_bus,05-Oct
436,male,group E,high school,standard,completed,100,95,88,married,sometimes,yes,0,school_bus,05-Oct
437,female,group D,bachelor's degree,standard,none,72,75,73,single,sometimes,yes,4,private,05-Oct
438,male,group C,master's degree,free/reduced,completed,71,81,71,married,never,yes,2,school_bus,< 5
439,male,group D,some college,standard,completed,83,78,77,single,sometimes,yes,4,private,> 10
440,male,group B,some college,free/reduced,none,57,51,47,divorced,never,no,3,school_bus,05-Oct
441,male,group B,some college,standard,completed,95,91,98,married,never,yes,5,,05-Oct
442,male,group E,associate's degree,standard,completed,89,85,84,single,sometimes,no,5,private,< 5
443,female,group D,associate's degree,free/reduced,none,45,57,58,married,never,no,,private,05-Oct
444,male,group D,high school,free/reduced,completed,49,52,56,married,sometimes,yes,2,private,05-Oct
445,male,group C,master's degree,standard,none,61,60,56,married,sometimes,yes,4,school_bus,05-Oct
446,male,group A,bachelor's degree,free/reduced,none,79,83,78,married,sometimes,no,4,school_bus,< 5
447,male,group C,some college,standard,none,44,37,38,married,sometimes,yes,1,school_bus,> 10
448,male,group B,high school,free/reduced,none,56,59,58,married,sometimes,yes,,school_bus,05-Oct
449,male,group D,bachelor's degree,standard,none,84,82,78,married,,no,3,school_bus,05-Oct
450,male,group C,some high school,standard,none,72,70,61,married,regularly,yes,1,,05-Oct
451,male,group B,some college,standard,none,75,65,72,divorced,sometimes,yes,2,school_bus,05-Oct
452,male,group B,some college,standard,completed,87,76,78,married,regularly,yes,0,,05-Oct
453,female,group B,high school,standard,none,67,63,69,single,regularly,no,1,school_bus,05-Oct
454,male,group E,some high school,standard,completed,100,96,91,single,sometimes,yes,0,school_bus,05-Oct
455,female,group B,some college,free/reduced,completed,64,84,81,married,sometimes,no,1,private,< 5
456,female,group B,some high school,standard,completed,56,68,71,married,sometimes,yes,,private,05-Oct
457,female,group D,associate's degree,free/reduced,none,74,90,89,married,sometimes,yes,1,private,05-Oct
458,female,group B,associate's degree,free/reduced,none,69,85,83,divorced,regularly,no,2,school_bus,05-Oct
459,female,group C,bachelor's degree,free/reduced,none,48,45,56,single,sometimes,,1,school_bus,05-Oct
460,male,group D,some high school,standard,none,54,52,52,married,regularly,yes,4,school_bus,05-Oct
461,female,group D,some college,free/reduced,completed,55,67,70,,regularly,no,2,private,05-Oct
462,male,group C,some college,standard,none,87,86,85,,regularly,yes,1,school_bus,< 5
463,female,group A,high school,standard,completed,70,72,79,married,sometimes,yes,4,private,< 5
464,male,group E,high school,standard,none,54,52,45,married,regularly,yes,0,,< 5
465,female,group B,some college,standard,none,48,62,60,divorced,regularly,yes,2,,< 5
466,male,group D,bachelor's degree,standard,none,65,55,57,divorced,sometimes,yes,0,school_bus,> 10
467,female,group B,some high school,free/reduced,none,60,72,78,married,regularly,no,2,private,< 5
468,male,group B,associate's degree,standard,completed,78,74,75,married,regularly,yes,1,school_bus,05-Oct
469,male,group C,some college,standard,none,73,68,57,married,sometimes,yes,1,private,05-Oct
470,female,group D,high school,standard,completed,82,90,96,,never,no,2,school_bus,< 5
471,female,group C,some high school,free/reduced,none,17,36,28,married,regularly,no,3,private,
472,female,group A,associate's degree,free/reduced,completed,56,69,79,single,regularly,no,1,school_bus,> 10
473,female,group A,some college,standard,none,49,55,50,single,regularly,no,2,school_bus,05-Oct
474,male,group A,some high school,standard,none,69,67,57,married,sometimes,yes,1,,05-Oct
475,male,group A,high school,standard,none,83,79,70,married,sometimes,yes,2,private,05-Oct
476,male,group C,associate's degree,standard,none,79,79,75,married,sometimes,yes,1,private,05-Oct
477,male,group D,bachelor's degree,free/reduced,none,70,64,62,married,sometimes,no,4,private,< 5
478,female,group C,associate's degree,standard,completed,68,76,74,single,regularly,yes,0,private,> 10
479,male,group B,bachelor's degree,standard,none,86,79,76,married,regularly,yes,1,,> 10
480,female,group A,high school,standard,completed,64,83,84,divorced,regularly,no,,private,< 5
481,female,group E,bachelor's degree,standard,none,77,78,81,divorced,regularly,yes,1,school_bus,05-Oct
482,male,group D,high school,standard,none,72,59,63,married,sometimes,yes,4,school_bus,< 5
483,female,group B,some high school,free/reduced,none,42,56,57,married,sometimes,yes,2,school_bus,< 5
484,female,group E,associate's degree,standard,none,66,77,74,widowed,regularly,yes,1,school_bus,> 10
485,male,group C,associate's degree,standard,none,49,48,44,married,sometimes,yes,3,private,05-Oct
486,female,group C,bachelor's degree,standard,none,70,91,88,single,,yes,2,private,05-Oct
487,female,group C,some high school,standard,none,50,71,62,divorced,regularly,yes,0,private,> 10
488,female,group A,master's degree,standard,none,79,91,84,married,sometimes,yes,4,,< 5
489,female,group B,high school,standard,none,62,62,56,married,sometimes,yes,1,school_bus,< 5
490,female,group C,master's degree,standard,none,67,72,71,single,sometimes,yes,1,,< 5
491,female,group D,some high school,standard,none,44,71,65,married,regularly,yes,,school_bus,05-Oct
492,female,group B,some high school,free/reduced,none,47,69,61,married,regularly,yes,1,school_bus,05-Oct
493,male,group A,some high school,free/reduced,completed,47,57,51,married,regularly,yes,1,school_bus,> 10
494,female,group D,bachelor's degree,free/reduced,none,66,68,70,single,regularly,yes,2,school_bus,> 10
495,male,group D,associate's degree,standard,none,85,76,70,married,regularly,yes,4,,05-Oct
496,female,group E,associate's degree,free/reduced,none,69,76,72,married,sometimes,yes,5,private,05-Oct
497,female,group D,some high school,standard,none,49,48,47,married,sometimes,yes,4,school_bus,< 5
498,female,group C,high school,standard,completed,43,61,66,divorced,sometimes,,1,,
499,female,group E,some high school,standard,none,63,76,74,married,regularly,yes,4,school_bus,> 10
500,female,group D,some high school,standard,completed,50,59,56,married,sometimes,yes,1,,05-Oct
501,male,group B,high school,free/reduced,none,46,46,41,divorced,regularly,yes,1,school_bus,05-Oct
502,female,group B,some high school,standard,none,50,55,49,married,sometimes,no,4,school_bus,> 10
503,female,group E,associate's degree,standard,none,53,56,56,single,sometimes,no,3,private,05-Oct
504,male,group C,master's degree,standard,none,83,80,78,married,sometimes,yes,0,private,05-Oct
505,female,group C,high school,standard,none,74,82,74,single,regularly,yes,1,school_bus,05-Oct
506,female,group D,some college,free/reduced,none,77,89,87,single,regularly,no,3,school_bus,05-Oct
507,male,group C,some high school,standard,completed,74,70,73,single,sometimes,yes,1,private,< 5
508,female,group B,some college,standard,completed,75,77,80,married,sometimes,no,1,private,05-Oct
509,male,group E,some high school,standard,none,82,67,62,single,regularly,no,1,school_bus,05-Oct
510,female,group B,associate's degree,free/reduced,none,59,77,70,married,sometimes,yes,4,,05-Oct
511,female,group C,high school,standard,none,73,75,76,married,sometimes,yes,4,school_bus,< 5
512,male,group D,high school,standard,none,79,76,68,married,regularly,yes,1,school_bus,< 5
513,male,group B,high school,standard,none,72,69,62,,sometimes,no,3,private,05-Oct
514,female,group E,some high school,free/reduced,completed,57,66,65,married,regularly,no,3,school_bus,05-Oct
515,male,group E,high school,free/reduced,none,65,55,54,,sometimes,no,3,private,05-Oct
516,male,group D,some high school,standard,none,69,62,63,single,regularly,yes,1,school_bus,< 5
517,female,group B,associate's degree,free/reduced,none,66,81,78,married,sometimes,no,5,private,05-Oct
518,male,group E,some college,free/reduced,none,61,60,50,single,never,no,2,school_bus,05-Oct
519,male,group B,some college,free/reduced,none,62,63,58,married,,no,2,school_bus,> 10
520,female,group E,master's degree,free/reduced,none,98,100,96,,regularly,yes,2,school_bus,05-Oct
521,female,group A,bachelor's degree,standard,none,73,89,85,single,sometimes,yes,2,private,< 5
522,male,group A,some high school,free/reduced,none,65,69,67,divorced,regularly,no,5,school_bus,05-Oct
523,male,group D,some college,free/reduced,completed,62,63,63,single,never,no,6,private,05-Oct
524,female,group C,some high school,free/reduced,none,64,72,75,,sometimes,yes,5,school_bus,< 5
525,female,group C,some high school,standard,none,59,69,55,married,sometimes,yes,,school_bus,05-Oct
526,male,group E,some high school,standard,completed,66,67,61,married,sometimes,yes,2,school_bus,05-Oct
527,female,group D,associate's degree,free/reduced,completed,53,67,66,divorced,never,yes,2,school_bus,05-Oct
528,female,group E,associate's degree,standard,none,73,77,73,divorced,sometimes,yes,,private,< 5
529,male,group C,bachelor's degree,free/reduced,none,73,66,66,married,regularly,no,3,school_bus,> 10
530,female,group A,associate's degree,free/reduced,none,64,77,74,married,sometimes,no,2,,> 10
531,female,group C,high school,standard,none,39,48,47,married,sometimes,no,1,school_bus,< 5
532,male,group B,master's degree,standard,none,67,62,62,married,never,,1,school_bus,
533,female,group C,bachelor's degree,standard,completed,51,58,62,married,sometimes,no,1,school_bus,> 10
534,female,group E,associate's degree,standard,completed,99,96,100,married,sometimes,yes,0,private,05-Oct
535,female,group C,associate's degree,standard,completed,44,52,57,single,sometimes,yes,4,school_bus,< 5
536,female,group D,some college,standard,none,66,79,76,single,regularly,no,3,school_bus,05-Oct
537,male,group C,some college,free/reduced,completed,61,65,57,married,regularly,yes,0,school_bus,05-Oct
538,male,group C,some high school,standard,completed,48,49,46,single,regularly,yes,3,school_bus,05-Oct
539,male,group D,high school,standard,none,76,64,66,married,never,yes,5,school_bus,05-Oct
540,male,group C,associate's degree,free/reduced,completed,54,62,68,single,sometimes,yes,3,school_bus,05-Oct
541,female,group B,some college,standard,none,56,71,62,married,sometimes,yes,3,school_bus,05-Oct
542,male,group B,some college,free/reduced,completed,47,53,53,divorced,sometimes,yes,3,school_bus,05-Oct
543,male,group B,master's degree,standard,none,78,67,64,divorced,regularly,no,3,school_bus,
544,male,group B,some high school,standard,none,43,43,43,married,never,yes,1,school_bus,< 5
545,male,group E,master's degree,standard,none,85,70,71,married,never,yes,2,private,05-Oct
546,male,group B,some college,standard,none,57,47,45,married,regularly,no,2,private,05-Oct
547,female,group B,bachelor's degree,standard,none,77,88,87,married,regularly,no,2,private,< 5
548,female,group D,associate's degree,standard,none,70,73,71,single,regularly,yes,2,school_bus,< 5
549,female,group C,high school,standard,completed,61,77,73,married,regularly,no,2,,05-Oct
550,female,group C,some college,standard,none,76,93,92,divorced,never,no,4,private,05-Oct
551,female,group C,some high school,standard,none,44,58,54,married,regularly,,0,school_bus,> 10
552,female,group C,master's degree,standard,completed,71,84,91,divorced,regularly,yes,0,school_bus,05-Oct
553,female,group B,high school,standard,none,38,47,37,married,sometimes,yes,2,school_bus,05-Oct
554,male,group B,master's degree,standard,none,80,80,73,,never,yes,1,private,< 5
555,male,group B,some college,standard,completed,75,65,65,divorced,sometimes,yes,0,private,< 5
556,male,group B,high school,standard,completed,71,77,76,married,sometimes,no,2,school_bus,> 10
557,female,group C,high school,standard,completed,61,70,75,divorced,regularly,yes,0,school_bus,> 10
558,male,group D,bachelor's degree,free/reduced,none,70,75,70,married,sometimes,yes,1,private,05-Oct
559,female,group D,some college,free/reduced,none,80,87,86,married,regularly,no,6,school_bus,05-Oct
560,female,group C,bachelor's degree,standard,none,90,96,91,married,sometimes,yes,4,school_bus,< 5
561,male,group A,bachelor's degree,standard,none,81,83,73,divorced,never,no,5,school_bus,> 10
562,male,group E,high school,free/reduced,completed,69,72,70,,never,yes,1,school_bus,05-Oct
563,female,group A,bachelor's degree,standard,completed,79,83,91,married,sometimes,yes,3,school_bus,< 5
564,female,group B,master's degree,standard,completed,91,100,100,single,sometimes,yes,2,school_bus,05-Oct
565,male,group C,some high school,free/reduced,completed,71,65,65,single,sometimes,no,1,private,05-Oct
566,female,group A,some high school,free/reduced,completed,29,46,48,married,regularly,yes,0,school_bus,05-Oct
567,female,group D,some college,free/reduced,none,31,49,48,married,regularly,yes,1,school_bus,> 10
568,female,group C,high school,standard,completed,83,87,87,single,regularly,yes,5,school_bus,> 10
569,female,group E,some college,standard,none,73,70,75,married,sometimes,no,1,,05-Oct
